Title,Composer,Rhythm,TimeSignature,Key,Year
For Sentimental Reasons,William Best,Slow Swing,4/4,F,1936
"For You, For Me, For Evermore",George Gershwin,Slow Swing,4/4,Eb,1947
Forest Flower,Charles Lloyd,Bossa Nova,4/4,,1969
Forever Sonny,Jimmy Heath,Bossa Nova,4/4,Bb,1976
Four,Miles Davis,Up Tempo Swing,4/4,Eb,1963
Four Brothers,Jimmy Giuffre,Up Tempo Swing,4/4,Ab,1955
Four In One,Thelonious Monk,Medium Swing,4/4,Eb,1951
Four On Six,Wes Montgomery,Up Tempo Swing,4/4,Gmin,1959
Fran Dance,Miles Davis,Medium Swing,4/4,Bb,1957
Freckle Face,Sammy Nestico,Medium Swing,4/4,Bb,1959
Freddie Freeloader,Miles Davis,Medium Swing,4/4,Bb,1959
Freight Train,Tommy Flanagan,Medium Up Swing,4/4,Ab,1955
Frenesi,Alberto Dominguez,Latin,4/4,Ab,1939
Friday The 13th,Thelonious Monk,Medium Swing,4/4,G,1963
"Frim Fram Sauce, The",Joe Richardel,Medium Swing,4/4,Bb,1946
From This Moment On,Cole Porter,Up Tempo Swing,4/4,Fmin,1955
Full House,Wes Montgomery,Waltz,3/4,Fmin,1960
Funk In Deep Freeze,Hank Mobley,Medium Swing,,Ab,1957
Funkallero,Bill Evans,Medium Up Swing,4/4,Cmin,1976
Gallop's Gallop,Thelonious Monk,Medium Swing,4/4,Ab,1955
Gary's Notebook,Lee Morgan,Waltz,3/4,Cmin,1964
"Gee Baby, Ain't I Good To You",Don Redman,Slow Swing,4/4,Eb,1941
"Gentle Rain, The",Luiz Bonfa,Bossa Nova,4/4,Amin,1969
Gentle Wind And Falling Tear,Gary Burton,Ballad,4/4,Ab,1974
Georgia On My Mind,Hoagy Carmichael,Slow Swing,4/4,F,1930
Get Happy,Harold Arlen,Medium Up Swing,4/4,F,1927
Get Me To The Church On Time,Alan Lerner,Up Tempo Swing,4/4,G,1956
Get Out Of Town,Cole Porter,Medium Swing,4/4,Bb,1936
Giant Steps,John Coltrane,Up Tempo Swing,4/4,Eb,1959
"Girl From Ipanema, The",Antonio-Carlos Jobim,Bossa Nova,4/4,F,1962
Girl Talk,Neal Hefti,Slow Swing,4/4,F,1964
Give Me The Simple Life,Rube Bloom,Medium Swing,4/4,Eb,1946
Glad To Be Unhappy,Rodgers-Hart,Ballad,4/4,F,1936
Gloria's Step,Scott LaFaro,Medium Swing,4/4,F,1960
"Glory Of Love, The",Billy Hill,Ballad,4/4,G,1935
God Bless The Child,Herzog-Holiday,Ballad,4/4,Eb,1940
Godchild,George Wallington,Medium Swing,4/4,Ab,1949
Gone With The Wind,Allie Wrubel,Medium Swing,4/4,Eb,1932
Good Bait,Tadd Dameron,Medium Swing,4/4,Bb,1946
"Good Life, The",Sacha Distel,Ballad,4/4,Ab,1966
Good Morning Heartache,Drake-Fisher-Higginbotham,Ballad,4/4,Cmin,1941
Goodbye,Gordon Jenkins,Ballad,4/4,,1964
Goodbye Pork Pie Hat,Charles Mingus,Ballad,4/4,Eb,1964
Got A Match?,Chick Corea,Up Tempo Swing,4/4,Dmin,1976
Grand Central,John Coltrane,Up Tempo Swing,4/4,Bbmin,1966
"Gravy Waltz, The",Ray Brown,Waltz,3/4,,1963
Green Chimneys,Thelonious Monk,Medium Swing,4/4,G#min,1959
Gregory Is Here,Horace Silver,Bossa Nova,4/4,Bb,1964
Groovin' High,Dizzy Gillespie,Up Tempo Swing,4/4,Eb,1945
Hackensack,Thelonious Monk,Medium Swing,4/4,F,1953
Half Nelson,Miles Davis,Up Tempo Swing,4/4,,1947
Hallelujah I Love Her So,Ray Charles,Medium Swing,4/4,Bb,1965
Hallucinations,Bud Powell,Up Tempo Swing,4/4,F,1947
Happiness Is A Thing Called Joe,Harold Arlen,Medium Swing,4/4,F,1942
Happy Little Sunbeam,Russ Freeman,Up Tempo Swing,4/4,F,1955
Happy Talk,Rodgers-Hammerstein II,Medium Swing,4/4,F,1947
Harlem Nocturne,Hagen-Rogers,Medium Swing,,Gmin,1939
Haunted Heart,Arthur Schwartz,Ballad,4/4,Eb,1948
Have You Met Miss Jones?,Richard Rodgers,Medium Swing,4/4,F,1939
He's A Tramp,Lee-Burke,Medium Swing,4/4,G,1956
Heart And Soul,Hoagy Carmichael,Medium Swing,4/4,F,1929
Heat Wave,Irving Berlin,Medium Swing,4/4,G,1936
Heaven,Duke Ellington,Ballad,4/4,Bb,1966
Hello,Milt Jackson,Ballad,4/4,G,1976
Hello Dolly,Jerry Herman,Medium Swing,4/4,,1957
Hello Young Lovers,Richard Rogers,Medium Up Swing,3/4,,1949
Here's That Rainy Day,Jimmy Van-Heusen,Ballad,4/4,G,1953
Here's To Life,Artie Butler,Ballad,4/4,Cmin,1991
Here's To My Lady,Bloom-Mercer,Medium Swing,4/4,Eb,1959
Hey There,Alder-Ross,Medium Swing,4/4,Eb,1955
Hideaway,David Sanborn,Medium Swing,4/4,Ab,1976
High Fly,Randy Weston,Medium Swing,4/4,,1968
High Hopes,Jimmy Van-Heusen,Medium Swing,4/4,F,1957
Hocus-Pocus,Lee Morgan,Medium Up Swing,4/4,F,1955
Home Cookin',Horace Silver,Medium Swing,4/4,F,1957
Homecoming,Dave Holland,Medium Up Swing,4/4,Eb,1976
Honeysuckle Rose,Fats Waller,Up Tempo Swing,4/4,F,1929
Horace-Scope,Horace Silver,Medium Up Swing,4/4,Db,1960
Hot House,Tadd Dameron,Up Tempo Swing,4/4,,1942
House Of Jade,Wayne Shorter,Slow Swing,4/4,Cmin,1974
How About You,Burton Lane,Medium Swing,4/4,F,1936
How Are Things In Glocca Morra,Burton Lane,Ballad,4/4,F,1937
How Deep Is The Ocean,Irving Berlin,Medium Swing,4/4,Eb,1933
How High The Moon,Morgan Lewis,Medium Swing,4/4,G,1941
How Insensitive,Antonio-Carlos Jobim,Bossa Nova,4/4,Dmin,1960
How Little We Know,Hoagy Carmichael,Medium Swing,4/4,F,1959
How Long Has This Been Going On?,George Gershwin,Ballad,4/4,F,1928
How My Heart Sings,Earl Zindars,Waltz,3/4,,1961
Humpty Dumpty,Chick Corea,Up Tempo Swing,4/4,,1968
Hungaria,Django Reinhardt,Medium Up Swing,4/4,G,1955
I Ain't Got Nobody,Graham-Williams,Slow Swing,4/4,G,1925
I Believe In You,Frank Loesser,Medium Up Swing,4/4,G,1956
I Can't Believe That You're In Love With Me,Jimmy McHugh,Medium Swing,4/4,,1931
I Can't Get Started,Vernon Duke,Ballad,4/4,,1930
I Can't Give You Anything But Love,Jimmy McHugh,Medium Swing,4/4,F,1928
I Concentrate On You,Cole Porter,Up Tempo Swing,4/4,Eb,1940
I Could Have Danced All Night,Frederick Loewe,Medium Swing,4/4,,1956
I Could Write A Book,Richard Rodgers,Medium Swing,4/4,,1930
I Cover The Waterfront,Johnny Green,Ballad,4/4,G,1933
I Cried For You,Freed-Arnheim-Lyman,Ballad,4/4,F,1939
I Didn't Know About You,Duke Ellington,Ballad,4/4,F,1941
I Didn't Know What Time It Was,Richard Rodgers,Medium Swing,4/4,G,1939
I Don't Know Enough About You,Peggy Lee,Medium Swing,4/4,,1954
I Fall In Love Too Easily,Jule Styne,Ballad,4/4,Eb,1946
I Feel Pretty,Bernstein-Sondheim,Waltz,3/4,,1956
I Found A New Baby,Palmer-Williams,Medium Swing,4/4,F,1927
I Get A Kick Out Of You,Cole Porter,Medium Swing,4/4,Eb,1934
I Get Along Without You,Hoagy Carmichael,Ballad,4/4,Bb,1936
I Got It Bad,Duke Ellington,Ballad,4/4,G,1940
I Got Rhythm,George Gershwin,Up Tempo Swing,4/4,Bb,1935
I Got The Sun In The Morning,Irving Berlin,Medium Swing,4/4,F,1946
I Gotta Right To Sing The Blues,Harold Arlen,Ballad,4/4,Bb,1927
I Guess I'll Hang My Tears Out To Dry,Jule Styne,Ballad,4/4,,1957
I Guess I'll Have To Change My Plan,Arthur Schwartz,Ballad,4/4,,1935
I Hadn't Anyone Till You,Ray Noble,Medium Swing,4/4,F,1929
I Have Dreamed,Rodgers-Hammerstein,Medium Swing,4/4,F,1951
I Hear A Rhapsody,Fragos-Baker-Gasparre,Medium Swing,4/4,Eb,1947
I Hear Music,Burton Lane,Medium Swing,4/4,F,1936
I Left My Heart In San Francisco,George Cory,Ballad,4/4,,1952
I Let A Song Go Out Of My Heart,Duke Ellington,Medium Swing,4/4,Eb,1940
I Like The Likes Of You,Vernon Duke,Medium Swing,4/4,Eb,1934
I Love Being Here With You,"Bill Schluger, Peggy Lee",Medium Swing,4/4,Bb,1964
I Love Paris,Cole Porter,Medium Swing,4/4,Cmin,1935
I Love You,Cole Porter,Medium Up Swing,4/4,F,1930
I Loves You Porgy,George Gershwin,Ballad,4/4,F,1935
I May Be Wrong,Henry Sullivan,Medium Swing,4/4,Eb,1927
I Mean You,Thelonious Monk,Medium Swing,4/4,F,1951
I Only Have Eyes For You,Harry Warren,Ballad,4/4,,1933
I Remember Clifford,Benny Golson,Ballad,4/4,Eb,1956
I Remember You,Victor Schertzinger,Medium Swing,4/4,F,1946
I See Your Face Before Me,Arthur Schwartz,Ballad,4/4,Eb,1939
I Should Care,Cahn-Stordahl-Weston,Medium Swing,4/4,,1936
I Surrender Dear,Harry Barris,Ballad,4/4,,1933
I Thought About You,Jimmy Van-Heusen,Ballad,4/4,F,1940
I Used To Be Color Blind,Irving Berlin,Medium Swing,,Eb,1938
I Want To Be Happy,Vincent Youmans,Medium Up Swing,4/4,,1927
I Want To Talk About You,Billy Eckstine,Ballad,4/4,Eb,1946
I Was Doing All Right,George Gershwin,Medium Swing,4/4,G,1930
I Will Wait For You,Michel Legrand,Medium Swing,4/4,F,1962
I Wish I Knew,Harry Warren,Ballad,4/4,G,1959
I Wish I Knew How It Would Feel To Be Free,Billy Taylor,Even 8ths,4/4,F,1967
I Wish I Were In Love Again,Richard Rodgers,Medium Swing,4/4,G,1939
I Wish You Love,Charles Trenet,Medium Swing,4/4,Eb,1946
I'll Be Around,Alec Wilder,Ballad,4/4,,1937
I'll Be Seeing You,Sammy Fain,Medium Swing,4/4,Eb,1938
I'll Close My Eyes,Reid-Kaye,Medium Swing,4/4,F,1957
I'll Get By (As Long As I Have You),Ahlert-Turk,Medium Swing,4/4,,1934
I'll Never Be The Same,Khan-Malneck-Signorelli,Medium Swing,4/4,F,1931
I'll Never Smile Again,Ruth Lowe,Ballad,4/4,Eb,1937
I'll Only Miss Her When I Think Of Her,Cahn-VanHeusen,Medium Swing,4/4,G,1959
I'll Remember April,Raye-DePaul,Medium Swing,4/4,G,1946
I'll See You In My Dreams,Jones-Kahn,Medium Up Swing,4/4,F,1939
I'll Take Romance,Ben Oakland,Waltz,3/4,F,1956
I'm A Fool To Want You,Herron-Sinatra-Wolf,Ballad,4/4,Emin,1956
I'm All Smiles,Leonard-Martin,Waltz,3/4,D,1961
I'm Always Chasing Rainbows,Harry Carroll,Medium Swing,4/4,G,1928
I'm An Old Cowhand,Johnny Mercer,Medium Swing,4/4,Eb,1936
I'm Beginning To See The Light,Hodges-James-Ellington,Medium Up Swing,4/4,,1944
I'm Confessin' (That I Love You),Daugherty-Neiberg-Reynolds,Medium Swing,4/4,G,1931
I'm Getting Sentimental Over You,George Bassman,Medium Swing,4/4,F,1936
I'm Glad There Is You,Jimmy Dorsey,Ballad,4/4,F,1947
I'm Gonna Laugh You Right Out Of My Life,Cy Coleman,Ballad,4/4,F,1946
I'm Gonna Sit Right Down and Write Myself A Letter,Fred Ahlert,Medium Swing,4/4,G,1935
I'm In The Mood For Love,Jimmy McHugh,Medium Swing,4/4,,1932
I'm Just A Lucky So-And-So,Duke Ellington,Medium Swing,4/4,G,1940
I'm Old Fashioned,Jerome Kern,Medium Swing,4/4,F,1937
I'm Putting All My Eggs In One Basket,Irving Berlin,Medium Swing,4/4,,1935
I'm Sitting On Top Of The World,Louis-Henderson-Young,Medium Swing,4/4,F,1923
I'm Through With Love,Kahn-Malneck-Livingston,Ballad,4/4,F,1932
I've Found A New Baby,Palmer-Williams,Medium Swing,4/4,Eb,1926
I've Got A Crush On You,George Gershwin,Ballad,4/4,Bb,1927
I've Got My Love To Keep Me Warm,Irving Berlin,Medium Swing,4/4,Eb,1937
I've Got The World On A String,Harold Arlen,Medium Swing,4/4,F,1937
I've Got You Under My Skin,Cole Porter,Medium Swing,4/4,Eb,1935
I've Grown Accustomed To Her Face,Frederick Loewe,Ballad,4/4,Eb,1956
I've Heard That Song Before,Jule Styne,Medium Swing,4/4,,1931
I've Never Been In Love Before,Frank Loesser,Medium Swing,4/4,Bb,1941
I've Told Eve'ry Little Star,Jerome Kern,Medium Swing,4/4,F,1930
Idle Moments,Grant Green,Slow Swing,4/4,Cmin,1963
If Ever I Would Leave You,Frederick Loewe,Medium Swing,4/4,Bb,1960
If I Could Be With You,James Johnson,Ballad,4/4,Eb,1930
If I Didn't Care,Jack Lawrence,Medium Swing,4/4,Bb,1939
If I Had You,Campbell-Connelly-Shapiro,Slow Swing,4/4,Bb,1927
If I Loved You,Richard Rodgers,Ballad,4/4,,1945
If I Ruled The World,Leslie Bricusse,Medium Swing,4/4,Eb,1959
If I Should Lose You,Ralph Rainger,Medium Swing,4/4,Bb,1939
If I Were A Bell,Frank Loesser,Medium Up Swing,4/4,F,1951
If You Could See Me Now,Tadd Dameron,Ballad,4/4,Eb,1956
If You Ever Should Leave,Cahn-Chaplin,Medium Swing,4/4,,1947
If You Never Come To Me (Inutil Paisagem),Antonio-Carlos Jobim,Bossa Nova,4/4,,1963
Ill Wind,Harold Arlen,Ballad,,Bb,1937
Imagination,Jimmy Van-Heusen,Ballad,4/4,Eb,1936
Impressions,John Coltrane,Up Tempo Swing,4/4,Dmin,1959
In A Little Spanish Town,Wayne-Lewis-Young,Medium Swing,4/4,G,1927
In A Mellow Tone (In A Mellotone),Duke Ellington,Medium Swing,4/4,Ab,1940
In a Sentimental Mood,Duke Ellington,Ballad,4/4,Dmin,1935
In A Shanty In Old Shanty Town,Little-Siras,Waltz,3/4,F,1932
In A Silent Way,Josef Zawinul,Latin,4/4,C#min,1969
In Her Family,Pat Metheny,Even 8ths,4/4,E,1974
In Love In Vain,Leo Robin Jerome Kern,Medium Swing,4/4,Bb,1947
In Pursuit Of The 27th Man,Horace Silver,Latin,,,1976
"In The Cool, Cool, Cool Of The Evening",Hoagy Carmichael,Medium Swing,4/4,F,1951
In The Middle Of A Kiss,Sam Coslow,Medium Swing,4/4,,1936
In The Still Of The Night,Cole Porter,Up Tempo Swing,4/4,F,1934
In The Wee Small Hours Of The Morning,Mann-Hilliard,Ballad,4/4,,1957
In Walked Bud,Thelonious Monk,Medium Up Swing,4/4,Ab,1951
In Your Own Sweet Way,Dave Brubeck,Medium Swing,4/4,Eb,1956
"Inch Worm, The",Frank Loesser,Waltz,3/4,F,1938
Indian Summer, Victor-Aldubin-Herbert,Medium Swing,4/4,G,1932
Indiana (Back Home Again In),James Hanley,Up Tempo Swing,4/4,F,1924
Infant Eyes,Wayne Shorter,Ballad,4/4,Eb,1965
Inner Urge,Joe Henderson,Up Tempo Swing,4/4,G,1964
Interplay,Bill Evans,Medium Swing,4/4,Fmin,1957
"Intrepid Fox, The",Freddie Hubbard,Medium Up Swing,4/4,Cmin,1970
Invitation,Bronislau Kaper,Even 8ths,4/4,Cmin,1954
Iris,Wayne Shorter,Waltz,3/4,Fmin,1966
Is That So?,Duke Pearson,Medium Up Swing,4/4,,1976
Is You Is Or Is You Ain't (Ma' Baby),Austin-Jordan,Medium Swing,4/4,Ab,1935
Isfahan,Strayhorn-Ellington,Medium Swing,4/4,Db,1959
Isn't It A Pity,George Gershwin,Ballad,4/4,,1936
Isn't It Romantic?,Richard Rodgers,Medium Swing,4/4,Eb,1932
Isn't This A Lovely Day (To Be Caught In The Rain),Irving Berlin,Medium Swing,,Bb,1935
Isotope,Joe Henderson,Medium Up Swing,4/4,,1954
Israel,John Carisi,Medium Swing,4/4,Dmin,1956
It Ain't Necessarily So,George Gershwin,Medium Swing,4/4,Gmin,1935
It Could Happen To You,Jimmy Van-Heusen,Medium Swing,4/4,Eb,1939
It Don't Mean A Thing,Duke Ellington,Medium Up Swing,4/4,Bb,1942
It Had To Be You,Isham Jones,Medium Swing,4/4,G,1929
It Might As Well Be Spring,Richard Rodgers,Medium Swing,4/4,G,1940
It Never Entered My Mind,Richard Rodgers,Ballad,4/4,F,1947
It Only Happens When I Dance With You,Irving Berlin,Medium Up Swing,4/4,,1938
It's A Big Wide Wonderful World,John Rox,Waltz,3/4,Ab,1949
It's A Blue World,Wright-Forrest,Medium Swing,4/4,F,1936
It's A Good Day,Peggy Lee,Medium Up Swing,4/4,,1946
It's A Lovely Day Today,Irving Berlin,Medium Swing,4/4,Bb,1944
It's A Raggy Waltz,Dave Brubeck,Waltz,3/4,G,1959
It's All Right With Me,Cole Porter,Up Tempo Swing,4/4,Cmin,1936
It's Been A Long Long Time,Jule Styne,Ballad,4/4,F,1946
It's De-lovely,Cole Porter,Medium Swing,4/4,F,1936
It's Easy To Remember,Richard Rodgers,Ballad,4/4,Eb,1937
It's Impossible,Armando Manzanero,Ballad,4/4,G,1971
It's Magic,Jule Styne,Ballad,4/4,Bb,1938
It's Only a Paper Moon,Harold Arlen,Medium Swing,4/4,G,1927
It's The Talk Of The Town,Jerry Livingston,Ballad,4/4,F,1939
It's You Or No One,Jule Styne,Up Tempo Swing,4/4,F,1957
Jackie-ing,Thelonious Monk,Medium Swing,4/4,Bb,1951
Jaco,Pat Metheny,Even 8ths,4/4,Cmin,1976
Jeannine,Duke Pearson,Medium Up Swing,4/4,Ab,1966
Jeepers Creepers,Harry Warren,Medium Swing,4/4,Bb,1937
Jersey Bounce,Plater-Bradshaw-Johnson,Medium Up Swing,4/4,F,1941
Jinrikisha,Joe Henderson,Medium Up Swing,4/4,Ab,1959
Jitterbug Waltz,Fats Waller,Waltz,3/4,Eb,1942
"Jody Grind, The",Horace Silver,Even 8ths,4/4,Bbmin,1960
"Joker, The",Lee Morgan,Medium Swing,4/4,Eb,1964
Jordu,Duke Jordan,Up Tempo Swing,4/4,Cmin,1953
Joshua,Victor Feldman,Up Tempo Swing,4/4,Dmin,1959
Joy Spring,Clifford Brown,Up Tempo Swing,4/4,F,1957
Juju,Wayne Shorter,Waltz,3/4,B,1966
Jumpin With Symphony Sid,Lester Young,Medium Swing,4/4,Bb,1945
Just A Gigolo,Leonello Casucci,Medium Swing,4/4,F,1931
Just A-Sittin' And A-Rockin,Ellington-Strayhorn-Gaines,Slow Swing,4/4,Ab,1945
Just Friends,John Klenner,Medium Swing,4/4,G,1929
Just In Time,Jule Styne,Up Tempo Swing,4/4,Bb,1958
Just One More Chance,Johnston-Coslow,Medium Swing,4/4,G,1931
Just One Of Those Things,Cole Porter,Up Tempo Swing,4/4,F,1935
Just Squeeze Me,Duke Ellington,Medium Swing,4/4,F,1940
"Just You, Just Me",Jesse Greer,Medium Swing,4/4,,1928
Kary's Trance,Lee Konitz,Medium Up Swing,4/4,Amin,1956
Katrina Ballerina,Woody Shaw,Waltz,3/4,Gmin,1976
Keepin' Myself For You,Vincent Youmans,Ballad,4/4,Eb,1930
"Kicker, The",Joe Henderson,Up Tempo Swing,4/4,Bb,1959
Ko Ko,Charlie Parker,Up Tempo Swing,4/4,Bb,1946
L.O.V.E.,Gabler-Kaempfert,Medium Swing,4/4,G,1964
La Fiesta,Chick Corea,Latin,6/4,A,1976
La Vie En Rose,Guglielmi-Piaf-David,Ballad,4/4,,1947
Ladies In Mercedes,Steve Swallow,Bossa Nova,4/4,G,1976
Lady Bird,Tadd Dameron,Up Tempo Swing,4/4,,1958
"Lady is a Tramp, The",Richard Rodgers,Medium Swing,4/4,,1937
Lady Sings The Blues,Nichols-Holiday,Ballad,4/4,Fmin,1941
"Lady's In Love With You, The",Burton Lane,Medium Swing,4/4,G,1939
Lakes,Pat Metheny,Even 8ths,4/4,D,1976
Lament,J.J. Johnson,Ballad,4/4,Fmin,1958
"Lamp Is Low, The",DeRose-Shefter,Medium Swing,4/4,,1937
Last Night When We Were Young,Harold Arlen,Ballad,4/4,G,1955
"Last Time I Saw Paris, The",Henry Mancini,Medium Swing,4/4,Ab,1947
Last Train Home,Pat Metheny,Even 8ths,4/4,Bb,1983
Laura,David Raksin,Ballad,4/4,,1940
Laurie,Bill Evans,Ballad,4/4,Bb,1960
Lazy Afternoon,Latouche-Moross,Ballad,4/4,Amin,1955
Lazy Bird,John Coltrane,Up Tempo Swing,4/4,G,1959
Lazy River,Hoagy Carmichael,Slow Swing,4/4,F,1930
Lazybones,Carmichael-Mercer,Slow Swing,4/4,,1931
Lennie's Pennies,Lennie Tristano,Up Tempo Swing,4/4,Cmin,1954
Let There Be Love,Rand-Grant,Medium Swing,4/4,Eb,1941
Let's Call The Whole Thing Off,George Gershwin,Medium Swing,4/4,G,1935
Let's Call This,Thelonious Monk,Medium Swing,4/4,G,1957
Let's Cool One,Thelonious Monk,Medium Swing,4/4,Eb,1955
Let's Do It (Let's Fall In Love),Cole Porter,Medium Swing,4/4,Bb,1928
Let's Face The Music And Dance,Irving Berlin,Medium Swing,4/4,,1936
Let's Fall In Love,Harold Arlen,Medium Swing,4/4,,1936
Let's Get Away From It All,Dennis-Adair,Medium Up Swing,4/4,Eb,1946
Let's Get Lost,Jimmy McHugh,Medium Swing,4/4,,1964
Li'l Darling,Neal Hefti,Medium Swing,4/4,F,1959
Light Blue,Thelonious Monk,Ballad,4/4,,1959
Ligia,Antonio-Carlos Jobim,Bossa Nova,4/4,B,1965
Like A Lover,Dori Caymmi-Nelson Motta,Bossa Nova,4/4,,1965
Like Someone In Love,Jimmy Van-Heusen,Medium Swing,4/4,Eb,1946
Like Sonny,John Coltrane,Bossa Nova,4/4,Eb,1960
Limbo,Wayne Shorter,Waltz,3/4,,1976
Limehouse Blues,Braham-Furber,Up Tempo Swing,4/4,Ab,1928
Line For Lyons,Gerry Mulligan,Medium Swing,4/4,G,1952
Linger Awhile,Vincent Rose,Medium Swing,4/4,F,1927
Litha,Chick Corea,Up Tempo Swing,4/4,D,1976
Little B's Poem,Bobby Hutcherson,Waltz,3/4,Fmin,1966
Little Boat (O Barquinho),Roberto Menescal,Bossa Nova,4/4,Bb,1963
Little Girl Blue,Richard Rodgers,Medium Swing,4/4,F,1934
Little Niles,Randy Weston,Waltz,3/4,Gmin,1960
Little Rootie Tootie,Thelonious Monk,Medium Swing,4/4,Ab,1951
Little Sunflower,Freddie Hubbard,Even 8ths,4/4,Dmin,1964
Little Waltz,Ron Carter,Waltz,3/4,Fmin,1976
Little Willie Leaps,Charlie Parker,Up Tempo Swing,4/4,F,1947
Liza,George Gershwin,Medium Swing,4/4,Eb,1927
Locomotion,John Coltrane,Up Tempo Swing,4/4,Bb,1955
Lone Jack (Page 1),Pat Metheny,Samba,4/4,Bbmin,1983
Lone Jack (Page 2 - Solos),Pat Metheny,Samba,4/4,Bbmin,1983
"Lonesome Road, The",Austin-Shilkret,Ballad,4/4,Eb,1927
Long Ago And Far Away,Jerome Kern,Up Tempo Swing,4/4,F,1946
Lonnie's Lament,John Coltrane,Slow Swing,4/4,Cmin,1960
Look For The Silver Lining,Jerome Kern,Medium Swing,4/4,Eb,1934
"Look Of Love, The",Burt Bacharach,Bossa Nova,4/4,Bb,1964
Look To The Rainbow,Burton Lane,Waltz,3/4,Eb,1947
Look To The Sky,Antonio-Carlos Jobim,Bossa Nova,4/4,Eb,1976
Looking Up,Michel Petrucciani,Latin,4/4,A,1960
Love For Sale,Cole Porter,Medium Up Swing,4/4,Bbmin,1940
Love Is Just Around The Corner,Lewis Gensler,Medium Swing,4/4,F,1936
Love Is The Sweetest Thing,Ray Noble,Medium Swing,4/4,D,1932
Love Me Or Leave Me,Walter Donaldson,Medium Swing,4/4,Ab,1927
"Love Nest, The",Louis Hirsch,Medium Swing,4/4,Eb,1936
Love Walked In,George Gershwin,Medium Swing,4/4,Eb,1927
Lover,Richard Rodgers,Up Tempo Swing,4/4,Eb,1930
Lover Man,Davis-Ramirez-Sherman,Ballad,4/4,F,1933
"Lover, Come Back To Me",Sigmund Romberg,Medium Up Swing,4/4,Eb,1930
Lucky Southern,Keith Jarrett,Bossa Nova,4/4,D,1964
Lullaby In Rhythm,Goodman-Hirsch,Medium Swing,4/4,F,1933
Lullaby Of Birdland,George Shearing,Medium Swing,4/4,Ab,1953
Lullaby Of The Leaves,Bernice Petkere,Medium Swing,4/4,Cmin,1932
Lulu's Back In Town,Harry Warren,Medium Up Swing,4/4,Eb,1939
Lush Life,Billy Strayhorn,Ballad,4/4,Db,1935
Lyresto,Kenny Burrell,Up Tempo Swing,4/4,,1959
Mack The Knife,Weill-Brecht,Medium Swing,4/4,Bb,1939
Mahjong,Wayne Shorter,Latin,4/4,Fmin,1976
Maiden Voyage,Herbie Hancock,Even 8ths,4/4,D,1965
Make Someone Happy,Jule Styne,Slow Swing,4/4,Eb,1960
Making Whoopee,Walter Donaldson,Medium Swing,4/4,G,1930
Mambo Inn,Bauza-Sampson-Woodlen,Latin,4/4,F,1959
"Man I Love, The",George Gershwin,Ballad,4/4,Eb,1935
"Man That Got Away, The",Harold Arlen,Slow Swing,4/4,F,1964
Manha De Carnaval (Black Orpheus),Luiz Bonfa,Bossa Nova,4/4,Amin,1959
Manhattan,Richard Rodgers,Medium Swing,4/4,F,1927
Manoir De Mes Rêves (Django's Castle),Django Reinhardt,Medium Swing,4/4,Eb,1945
Manteca,Dizzy Gillespie,Latin,4/4,Bb,1959
Mas Que Nada,Jorge Ben,Latin,4/4,Fmin,1966
"Masquerade Is Over, The",Allie Wrubel,Ballad,4/4,Eb,1940
Maybe September,Percy Faith,Bossa Nova,4/4,Amin,1966
Mean To Me,Turk-Ahlert,Medium Swing,4/4,F,1931
"Meaning Of The Blues, The",Worth-Troup,Even 8ths,4/4,Dmin,1957
Meditation,Antonio-Carlos Jobim,Bossa Nova,4/4,,1964
Memories Of Tomorrow,Keith Jarrett,Even 8ths,4/4,Amin,1976
Memories Of You,Eubie Blake,Ballad,4/4,Eb,1927
Mercy Mercy Mercy,Joe Zawinul,Funk,4/4,Bb,1966
Midnight Blue,Kenny Burrell,Medium Swing,4/4,Ab,1963
Midnight Sun,Hampton-Burke-Mercer,Medium Swing,4/4,,1939
Milano,John Lewis,Slow Swing,4/4,,1959
Miles Ahead,Miles Davis,Medium Swing,4/4,,1957
Milestones (New),Miles Davis,Up Tempo Swing,4/4,Gmin,1958
Milestones (Old),Miles Davis,Medium Up Swing,4/4,Bb,1947
Mimosa,George Benson,Bossa Nova,4/4,F,1976
Minor Mood,Clifford Brown,Medium Swing,4/4,Fmin,1955
Minority,Gigi Gryce,Up Tempo Swing,4/4,Fmin,1953
Misterioso,Thelonious Monk,Medium Swing,4/4,Bb,1948
Misty,Erroll Garner,Ballad,4/4,Eb,1954
Miyako,Wayne Shorter,Waltz,3/4,A,1964
Moment's Notice,John Coltrane,Up Tempo Swing,4/4,Eb,1957
Moments To Remember,Robert Allen,Ballad,4/4,G,1955
Mona Lisa,Livingston-Evans,Ballad,4/4,Eb,1949
Monk's Dream,Thelonious Monk,Medium Swing,4/4,,1962
Monk's Mood,Thelonious Monk,Ballad,4/4,Db,1947
Mood Indigo,Duke Ellington,Ballad,4/4,Ab,1930
Moon And Sand,Wilder-Palitz,Bossa Nova,4/4,Dmin,1941
Moon Mist,Ellington-Mercer,Medium Swing,4/4,F,1949
Moon Rays,Horace Silver,Latin,4/4,Eb,1958
Moon River,Henry Mancini,Waltz,3/4,,1961
Moonchild,Keith Jarrett,Ballad,4/4,Emin,1965
Moondance,Van Morrison,Medium Swing,4/4,Amin,1968
Moonglow,Hudson-Lange-Mills,Ballad,4/4,G,1968
Moonlight Becomes You,Jimmy Van-Heusen,Ballad,4/4,F,1942
